
Dispositivo usado pelo Pytorch: cuda:1

*****************************************

-----> GRID:         n
0     100
1    adam
2      32
3     0.5
4  0.0001


--> Fold: 0

Format of train data: frames: 118687 , pressures: 118687 

Format of test data: frames: 48208 , pressures: 48208 

Begin of training: 2022-08-15 15:12:25

Epoch,train_loss,test_loss,lr
41,1.6456600615222887,2.1932877858508593,0.0001
42,1.6166166536034008,2.088657264408212,0.0001
43,1.615120351998405,2.1337237130637448,0.0001
44,1.590920384051436,2.1064402278051437,0.0001
45,1.583081526248054,2.0931114704603737,0.0001
46,1.5700817040234532,2.113868892236001,0.0001
47,1.5555506909530818,2.117756851940031,0.0001
48,1.5415726878186093,2.1350309910936516,0.0001
49,1.5247262136877127,2.08793328457514,0.0001
50,1.5124200780668346,2.119020890663017,0.0001
51,1.506243586975406,2.1263922367468853,0.0001
52,1.4886599110655554,2.1034864013303802,0.0001
53,1.4850025256423005,2.1181632117203057,0.0001
54,1.4735280489206626,2.091825407929044,0.0001
55,1.46220718065794,2.116426705019272,0.0001
56,1.4496893162599909,2.08771413737324,0.0001
57,1.4419416076045926,2.100486588253654,0.0001
58,1.428199047938164,2.0738526265488253,0.0001
59,1.4210808201750067,2.1036993812427065,0.0001
60,1.4077290307511874,2.049904793134036,0.0001
61,1.3955930055897425,2.0983024605541103,0.0001
62,1.3905847564281355,2.0756819842087886,0.0001
63,1.3811680488667246,2.0469597389005734,0.0001
64,1.369391136452303,2.0867308912114937,0.0001
65,1.36478041634255,2.069565118697137,0.0001
66,1.356733475281642,2.08433952977224,0.0001
67,1.3465871482193859,2.0951003544491154,0.0001
68,1.3389190282318086,2.07492645265053,0.0001
69,1.3244199629168778,2.1085841137373644,0.0001
70,1.320628604786337,2.0597127552139507,0.0001
71,1.3149547228135527,2.0575392684756975,0.0001
72,1.3029007719113277,2.0600537786787614,0.0001
73,1.3010426483455817,2.032176800131539,0.0001
74,1.2920094917930245,2.0331497433218377,0.0001
75,1.2900470957995394,2.0459185492552163,0.0001
76,1.2805774697890648,2.031697022794037,0.0001
77,1.271875015581136,2.0541442984864817,0.0001
78,1.2643588375936432,2.02659175397692,0.0001
79,1.2596227358730396,2.0553695387722875,0.0001
80,1.2540234625572642,2.030086075370507,0.0001
81,1.2456984129458706,2.0424927381567985,0.0001
82,1.2420435716850973,2.046892064451567,0.0001
83,1.2349669629622935,2.0316111312924217,0.0001
84,1.2313247576453072,2.021521203419508,0.0001
85,1.2228193353409873,2.030313086371591,0.0001
86,1.2248885607082187,2.0264001667801668,0.0001
87,1.2155319420035535,2.0130032829233566,0.0001
88,1.2141424359523023,2.043173568003597,0.0001
89,1.2051303698932643,2.010027556510873,0.0001
90,1.203762322951793,2.023244677765658,0.0001
91,1.2009675476122088,2.042259126577923,0.0001
92,1.192410175414875,2.036704700550767,0.0001
93,1.1893056313170913,2.0166706369891707,0.0001
94,1.189460029603605,2.0013937176698193,0.0001
95,1.178719702320273,2.037187021897376,0.0001
96,1.1762926688949629,2.0026089069551527,0.0001
97,1.1769082089990495,2.0371688983735616,0.0001
98,1.165801128158358,2.02283760661409,0.0001
99,1.1624922797375272,2.0230762036186816,0.0001
100,1.1573188546272735,2.019420199123178,0.0001
End of training: 2022-08-15 16:05:53

Loss min training: 1.1573188546272735

Loss min test: 2.0013937176698193

Best epoch: 94

Correlação: (0.6851127352244877, 0.0)




--> Fold: 2

Format of train data: frames: 127409 , pressures: 127409 

Format of test data: frames: 39486 , pressures: 39486 

Begin of training: 2022-08-15 16:06:08

Epoch,train_loss,test_loss,lr
1,8.193249837349912,1.7461659526226008,0.0001
2,2.7986004839645204,1.7078842932246685,0.0001
3,2.592459365927592,1.7258406222059817,0.0001
4,2.537430217297816,1.8333505900211426,0.0001
5,2.4983612142394738,1.9196803540812513,0.0001
6,2.4459927526626797,2.036967663507987,0.0001
7,2.4091757917631695,2.020513710654922,0.0001
8,2.3749474013109175,2.1294089823816353,0.0001
9,2.345009625556779,2.111304869624745,0.0001
10,2.311881160373846,2.1559093108633154,0.0001
11,2.280440717202105,2.145914527063818,0.0001
12,2.2737062009419104,2.1275586153062083,0.0001
13,2.2297638903485657,2.196947710054234,0.0001
14,2.2059789702767767,2.218396125388493,0.0001
15,2.1756625164549055,2.1919518363823576,0.0001
16,2.1657724021997122,2.078447227394948,0.0001
17,2.1422035535755377,2.215048678255545,0.0001
18,2.137050686620217,2.2019384323681193,0.0001
19,2.1028418323012947,2.1424791567039643,0.0001
20,2.0752961036399764,2.1888555303771455,0.0001
21,2.052999185219534,2.1862983832579572,0.0001
22,2.0309536714819676,2.121153863264637,0.0001
23,2.0117485677848683,2.252045365844399,0.0001
24,1.9843607491311688,2.180540683397018,0.0001
25,1.9588302735675225,2.2564928048626918,0.0001
26,1.944698946319412,2.1561848032416555,0.0001
27,1.924972427214647,2.23832167590843,0.0001
28,1.915794167459939,2.249745903612149,0.0001
29,1.8857990101256723,2.2990729348006473,0.0001
30,1.8639137871686924,2.2587589928744483,0.0001
31,1.8504733115748986,2.185032880576735,0.0001
32,1.8330606725394336,2.171938899222224,0.0001
33,1.819745464309384,2.2586059810373347,0.0001
34,1.8050955331307568,2.2674843841375756,0.0001
35,1.7926973545150144,2.1825939900871227,0.0001
36,1.7675948711509744,2.1630641653819835,0.0001
37,1.76976466270202,2.165307963686592,0.0001
38,1.7486149131323692,2.155896217548673,0.0001
39,1.7274597849994373,2.247712040643058,0.0001
40,1.7039487412202186,2.28966209833394,0.0001
41,1.6841163789130287,2.168209612997463,0.0001
42,1.6855638044554644,2.2163531107396324,0.0001
43,1.6607450023031547,2.1848067291551896,0.0001
44,1.6561361593570858,2.266086629182825,0.0001
45,1.6408136023282407,2.2637721324276114,0.0001
46,1.6180019795236007,2.23494075197648,0.0001
47,1.6081023043510843,2.2925537727060736,0.0001
48,1.5998341477677667,2.147539340213207,0.0001
49,1.585727996948315,2.232012671579998,0.0001
50,1.5761828177062667,2.2593164513524577,0.0001
51,1.5645679795879746,2.2638131073363597,0.0001
52,1.550460654645335,2.223503646964579,0.0001
53,1.53583683014395,2.277962783650409,0.0001
54,1.5329678276715597,2.120582442277834,0.0001
55,1.5177271505775671,2.1875832757551823,0.0001
56,1.5062838345691225,2.2533436748448223,0.0001
57,1.4928126173558876,2.219740371746607,0.0001
58,1.4836822752749603,2.165522655028385,0.0001
59,1.4761128548564533,2.2074481241610293,0.0001
60,1.4684034427885193,2.3155854128941145,0.0001
61,1.4516491024249285,2.323246672677066,0.0001
62,1.4414371211046193,2.2824761607175517,0.0001
63,1.4396966285498403,2.2319565979066507,0.0001
64,1.418937078130299,2.239618317814275,0.0001
65,1.4201633208124917,2.2031676556727873,0.0001
66,1.4143635096231457,2.2542669437403036,0.0001
67,1.4051264941482793,2.422298711596277,0.0001
68,1.3907661941753806,2.3784727100614984,0.0001
69,1.3773281594157398,2.2495256838187987,0.0001
70,1.37479492450916,2.19266051788191,0.0001
71,1.370876583216,2.221097000462503,0.0001
72,1.3637801307131452,2.2970430364098697,0.0001
73,1.3512478366696254,2.42662673459254,0.0001
74,1.354080959248938,2.274185838778556,0.0001
75,1.3398331053917998,2.2566853928314807,0.0001
76,1.337851147318473,2.242439434777589,0.0001
77,1.3264672118161924,2.1893694783822064,0.0001
78,1.3227381523097956,2.328280095101562,0.0001
79,1.3148471785139522,2.2389958288333403,0.0001
80,1.313497108050413,2.228643895354804,0.0001
81,1.3039328132530124,2.28417729065909,0.0001
82,1.303872590520644,2.2796246088208023,0.0001
83,1.2949062917009184,2.2474070517904754,0.0001
84,1.2859520718926822,2.3454420280128088,0.0001
85,1.2787110575445328,2.2697032209926524,0.0001
86,1.2752390800559419,2.293246623086388,0.0001
87,1.2732228890832258,2.3456907607554616,0.0001
88,1.2663126905948776,2.254228984662354,0.0001
89,1.2661018418134127,2.2416177089635516,0.0001
90,1.2586409727168526,2.253044346259904,0.0001
91,1.251556893454192,2.2866713953848983,0.0001
92,1.2496971722929877,2.314947381591488,0.0001
93,1.2456957961164605,2.294688610628706,0.0001
94,1.2396244433568626,2.396675803093315,0.0001
95,1.2375635072282065,2.2732160855537487,0.0001
96,1.2287562390417983,2.324833244085312,0.0001
97,1.225512114819841,2.2909027082510476,0.0001
98,1.2253951524472728,2.322688592504257,0.0001
99,1.2220279551267863,2.339717786209703,0.0001
100,1.2156363325927917,2.350981993845255,0.0001
End of training: 2022-08-15 16:33:40

Loss min training: 1.2156363325927917

Loss min test: 1.7078842932246685

Best epoch: 2

Correlação: (0.6699272074690656, 0.0)




--> Fold: 3

Format of train data: frames: 125366 , pressures: 125366 

Format of test data: frames: 41529 , pressures: 41529 

Begin of training: 2022-08-15 16:33:54

Epoch,train_loss,test_loss,lr
1,8.455922980403463,1.713944159597388,0.0001
2,2.7988588022692826,1.5129093354674077,0.0001
3,2.607442378191512,1.442218269515662,0.0001
4,2.5387369806119042,1.570998317471638,0.0001
5,2.476148286420755,1.4457243156543313,0.0001
6,2.434075230782953,1.4334537472306121,0.0001
7,2.4091350893057872,1.4996771986936384,0.0001
8,2.371656843263802,1.4756998968969324,0.0001
9,2.3505590999382013,1.4837352681233447,0.0001
10,2.323781645453177,1.5001610293410408,0.0001
11,2.284282971122181,1.622008023947156,0.0001
12,2.2632228771662946,1.4493471408845464,0.0001
13,2.2459128826567567,1.467826068676859,0.0001
14,2.214112947110682,1.452969798872761,0.0001
15,2.199321660766071,1.502057337246617,0.0001
16,2.157559489111562,1.4152276898018201,0.0001
17,2.129593279423794,1.4997269350042328,0.0001
18,2.120069849241626,1.4829986256149774,0.0001
19,2.088037676276328,1.4091571975378852,0.0001
20,2.076197266959,1.4710291786168133,0.0001
21,2.0498859930884294,1.4858454554033207,0.0001
22,2.030949615196892,1.4632231013616905,0.0001
23,2.0006249292642866,1.4440699392823482,0.0001
24,1.9906216613518577,1.4549990502087105,0.0001
25,1.9622524631242475,1.5076691759477594,0.0001
26,1.9548897435161274,1.472504686041863,0.0001
27,1.9291881315862724,1.451726657170544,0.0001
28,1.9143115826532997,1.4931405509932567,0.0001
29,1.88584486576536,1.4738858342170715,0.0001
30,1.8770624404814,1.4957005971660966,0.0001
31,1.8461984708912826,1.470028075764102,0.0001
32,1.8335316155472843,1.516357479413228,0.0001
33,1.8180426201569664,1.5278475451726576,0.0001
34,1.8028337951063076,1.4696589110904188,0.0001
35,1.7867860495663834,1.4947539511924532,0.0001
36,1.7674202152878244,1.496633840865457,0.0001
37,1.7555768554264821,1.5341069319949863,0.0001
38,1.7240610187640295,1.5036513601043742,0.0001
39,1.715974990828053,1.6190814703748846,0.0001
40,1.6999019858422115,1.4910434082678543,0.0001
41,1.691798444257335,1.463639812495198,0.0001
42,1.684924849552911,1.5463455290015562,0.0001
43,1.6645355281201841,1.521429772277826,0.0001
44,1.6424167815399997,1.5448224859998112,0.0001
45,1.6333084582384902,1.4665246427242855,0.0001
46,1.6144403106038092,1.501143490267094,0.0001
47,1.6072114643818143,1.5352597124128387,0.0001
48,1.5870868266997986,1.536870666801103,0.0001
49,1.5835143274315284,1.5596988435335262,0.0001
50,1.569713423930911,1.5029385277918197,0.0001
51,1.558259365691282,1.6376931609009007,0.0001
52,1.553476590246738,1.548892759624725,0.0001
53,1.5323145041330668,1.58405786408298,0.0001
54,1.5208309788585865,1.5142476473732611,0.0001
55,1.5046223903444726,1.486910723712301,0.0001
56,1.4960513198448724,1.508662306931794,0.0001
57,1.4853138480869832,1.610982648993861,0.0001
58,1.4724623860145722,1.5579506612522025,0.0001
59,1.4677311064121126,1.5855708819324688,0.0001
60,1.461063869141571,1.5731611807467574,0.0001
61,1.4443761530185366,1.6182921607340062,0.0001
62,1.4406583799033095,1.5579281810022465,0.0001
63,1.4312174742762807,1.5667198698032068,0.0001
64,1.4247005573336478,1.5877436028882426,0.0001
65,1.4116049124885421,1.5176741183722515,0.0001
66,1.4035504078639898,1.5872793358812347,0.0001
67,1.395565670696736,1.5946136929312913,0.0001
68,1.392677746146476,1.6951053185253555,0.0001
69,1.3817619183968377,1.571506572568729,0.0001
70,1.3701362200024298,1.4793663506147858,0.0001
71,1.3614965872292375,1.5089316791029668,0.0001
72,1.3479540684184839,1.6457040076171305,0.0001
73,1.3499065713197251,1.7082181382344575,0.0001
74,1.346280279954883,1.544375769621786,0.0001
75,1.3342188289346228,1.7180322754915764,0.0001
76,1.3265100092593354,1.6002786592544502,0.0001
77,1.3223918235122458,1.6439642925016318,0.0001
78,1.3037645991752804,1.6079460603797748,0.0001
79,1.300414393687808,1.5234672694893208,0.0001
80,1.302863624690442,1.6282251426729106,0.0001
81,1.298439415644297,1.6221074686028374,0.0001
82,1.2894323925511944,1.5510314841667199,0.0001
83,1.2805393777936012,1.589439488889991,0.0001
84,1.2833507333165715,1.6311933921739024,0.0001
85,1.2740556529631355,1.6421964945521303,0.0001
86,1.27115418659661,1.5464192788663373,0.0001
87,1.259977969102801,1.6077631311993386,0.0001
88,1.2540552064418915,1.665770513526464,0.0001
89,1.2573996003167613,1.5555022538443009,0.0001
90,1.2472614205845038,1.6295141834874733,0.0001
91,1.2422644611278804,1.629630095510527,0.0001
92,1.2405339805385542,1.6902499078142992,0.0001
93,1.234283232784746,1.5697619116912453,0.0001
94,1.2300287585376537,1.59061587343598,0.0001
95,1.2264954343841294,1.617696613073349,0.0001
96,1.2235420240985915,1.6499076440631884,0.0001
97,1.2212326482067672,1.5487773458836442,0.0001
98,1.2168714779107288,1.6474707370454615,0.0001
99,1.212389899074514,1.723919560802736,0.0001
100,1.2013978103005563,1.5963880501010201,0.0001
End of training: 2022-08-15 17:01:26

Loss min training: 1.2013978103005563

Loss min test: 1.4091571975378852

Best epoch: 19

Correlação: (0.686543487175455, 0.0)




--> Fold: 4

Format of train data: frames: 128030 , pressures: 128030 

Format of test data: frames: 38865 , pressures: 38865 

Begin of training: 2022-08-15 17:01:41

Epoch,train_loss,test_loss,lr
1,8.354240921699116,1.6664088304150741,0.0001
2,2.731838328619058,1.5058197460056824,0.0001
3,2.587365469614347,1.4310896018895594,0.0001
4,2.4961898898041506,1.4144576737910142,0.0001
5,2.442640441353695,1.4026087956418716,0.0001
6,2.3908056592053395,1.4406890579702432,0.0001
7,2.362319722082638,1.5497807843204388,0.0001
8,2.3216244913702813,1.469134947694378,0.0001
9,2.2963574301657217,1.5719009689588115,0.0001
10,2.2553144647788477,1.4777961909035107,0.0001
11,2.2301711134093014,1.5342207469076776,0.0001
12,2.213703275769688,1.510969236652547,0.0001
13,2.1763513988478427,1.5332842420648645,0.0001
14,2.158441155128436,1.5149588050175105,0.0001
15,2.1309100162443655,1.5566351685994937,0.0001
16,2.112658322080914,1.5295235361581967,0.0001
17,2.084597021974465,1.660211561417874,0.0001
18,2.0638617499415144,1.5700508454699575,0.0001
19,2.0378760950054655,1.6192351990766487,0.0001
20,2.0072426005278015,1.5506573912047554,0.0001
21,1.9900414028694497,1.7156043157656007,0.0001
22,1.9686345137288885,1.5829264987643363,0.0001
23,1.9473906037241957,1.5896939799128247,0.0001
24,1.935246227346817,1.6479380135673554,0.0001
25,1.9103573730396528,1.544261115029025,0.0001
26,1.8923464291723213,1.6477689119032872,0.0001
27,1.8743297151701654,1.5961576412244098,0.0001
28,1.8553436101153324,1.6569034403243674,0.0001
29,1.8243829327146879,1.6885701323732918,0.0001
30,1.8002668482099464,1.7508534225416772,0.0001
31,1.788446483836118,1.7057389175940934,0.0001
32,1.7743128092847327,1.69480230278439,0.0001
33,1.760541046926064,1.6794187384868355,0.0001
34,1.7357370906905871,1.7337304574962507,0.0001
35,1.7253256157111359,1.7037800236984535,0.0001
36,1.7137470998873683,1.6349729514906925,0.0001
37,1.6981246110887058,1.6728073882958525,0.0001
38,1.6695106106232298,1.647303000742516,0.0001
39,1.6645683317713604,1.730966207372799,0.0001
40,1.640322783572231,1.7301809310913085,0.0001
41,1.6318543952082254,1.7866181248500024,0.0001
42,1.614744509929003,1.7362719995985305,0.0001
43,1.5951378679787984,1.804356987878619,0.0001
44,1.589996922242585,1.7257861087842243,0.0001
45,1.5727323959452366,1.7426376475228205,0.0001
46,1.5609283960780274,1.7073936451609733,0.0001
47,1.5501279120920777,1.700130752379021,0.0001
48,1.5361851414004972,1.674404353418468,0.0001
49,1.5316966323070722,1.7114502908271036,0.0001
50,1.508139347380562,1.8176482640176153,0.0001
51,1.495990907660248,1.7622737815841236,0.0001
52,1.483714794641851,1.7533495731314515,0.0001
53,1.4803318730505428,1.832715501167156,0.0001
54,1.4691951964325203,1.8899848229600569,0.0001
55,1.4545574050356644,1.7194880446288812,0.0001
56,1.4439102860949273,1.7380534020225697,0.0001
57,1.4244447930310256,1.7858374758021822,0.0001
58,1.4292691101791917,1.7278375937614912,0.0001
59,1.4199952643473606,1.7814257812107541,0.0001
60,1.3993983541211912,1.866856782819018,0.0001
61,1.396089286096273,1.8693392628014334,0.0001
62,1.3815643314688362,1.8191605669480784,0.0001
63,1.3805041078387783,1.8167146710211357,0.0001
64,1.3688215349829516,1.861521007445614,0.0001
65,1.3586927166479106,1.8544606159743948,0.0001
66,1.3466996208067925,1.8264329372119512,0.0001
67,1.3429191254937807,1.76825555636559,0.0001
68,1.3398775198152142,1.802330592139758,0.0001
69,1.3245414216886071,1.872536200211372,0.0001
70,1.322049388473435,1.8078697992940989,0.0001
71,1.313793951944839,1.759612731433209,0.0001
72,1.3090765588776943,1.8868025034052844,0.0001
73,1.3016921880319101,1.79164519942837,0.0001
74,1.2882342628168184,1.7700332299672037,0.0001
75,1.2835097760520735,1.8822026759018133,0.0001
76,1.2789151661993712,1.7062023718661241,0.0001
77,1.2680875787404857,2.0651477595415626,0.0001
78,1.267685262494253,1.9340529184282562,0.0001
79,1.261571645721797,1.7865195093822086,0.0001
80,1.2488776271014297,1.8436453451344996,0.0001
81,1.2489421051074732,1.7959384201976007,0.0001
82,1.2417268536294053,1.8945183358074706,0.0001
83,1.2368285026260686,1.8272162092075426,0.0001
84,1.2370112633383354,1.8253695055290504,0.0001
85,1.2255750970448949,1.891839598530114,0.0001
86,1.21546682848748,1.853205445813544,0.0001
87,1.2152037771529955,1.8789344097361154,0.0001
88,1.2040318063544322,1.9246052736117516,0.0001
89,1.2058353393681494,1.9528379128303057,0.0001
90,1.2024846033017893,1.8808312388849846,0.0001
91,1.2030953821823676,1.9040209374800632,0.0001
92,1.1920642819040508,1.9368577694696654,0.0001
93,1.1937209188424178,1.8233140207612466,0.0001
94,1.1855184268397232,1.9183924439512654,0.0001
95,1.1836998903343183,2.0127054763919534,0.0001
96,1.1780066202727295,1.8300661466739796,0.0001
97,1.173766486974276,1.8172791539886852,0.0001
98,1.1698785791603274,1.9351146042101668,0.0001
99,1.167448451022332,1.8176725834485434,0.0001
100,1.1605637230386856,2.0091778046800277,0.0001
End of training: 2022-08-15 17:29:08

Loss min training: 1.1605637230386856

Loss min test: 1.4026087956418716

Best epoch: 5

Correlação: (0.7064848624433231, 0.0)




--> Fold: 5

Format of train data: frames: 123819 , pressures: 123819 

Format of test data: frames: 43076 , pressures: 43076 

Begin of training: 2022-08-15 17:29:23

Epoch,train_loss,test_loss,lr
1,7.988140578602636,3.0061892175904537,0.0001
2,2.6194586052913076,2.941506071186278,0.0001
3,2.469771527458531,2.693117886980817,0.0001
4,2.427097350235749,2.8418316693330747,0.0001
5,2.3566304126913233,2.6278830110894016,0.0001
6,2.3240036970269156,2.6713704051755496,0.0001
7,2.30547194274513,2.628707785648864,0.0001
8,2.256084134658794,2.4575557373325827,0.0001
9,2.218838802465173,2.457900898847743,0.0001
10,2.2123800853734177,2.378697357977773,0.0001
11,2.1789736076996924,2.3603727349813726,0.0001
12,2.1441806906723544,2.3181051890674835,0.0001
13,2.1258051198890353,2.3494368988934853,0.0001
14,2.0952607287763008,2.2595677933784972,0.0001
15,2.071112888158138,2.297082304777529,0.0001
16,2.0542175607933864,2.269753976008055,0.0001
17,2.0195696217915193,2.2374278562725607,0.0001
18,2.0109552061218934,2.281712065892655,0.0001
19,1.9769764943948396,2.2477138204847162,0.0001
20,1.960472036501542,2.1689401106119335,0.0001
21,1.9388706801781668,2.2476632356997674,0.0001
22,1.900376194823312,2.2196293371468894,0.0001
23,1.901425517868318,2.138020661909136,0.0001
